placeID,Rpayment
132786,American_Express
132786,bank_debit_cards
132785,cash
132785,VISA
132785,bank_debit_cards
132784,cash
132784,VISA
132784,MasterCard-Eurocard
132784,American_Express
132784,bank_debit_cards
132783,cash
132783,VISA
132783,MasterCard-Eurocard
132783,American_Express
132783,bank_debit_cards
132782,cash
132782,MasterCard-Eurocard
132782,bank_debit_cards
132781,cash
132781,bank_debit_cards
132780,cash
132779,cash
132779,VISA
132778,cash
132777,cash
132777,VISA
132777,MasterCard-Eurocard
132777,bank_debit_cards
132776,cash
132776,VISA
132776,bank_debit_cards
132775,cash
132774,cash
132774,VISA
132774,bank_debit_cards
132773,cash
132772,cash
132771,cash
132771,bank_debit_cards
132770,cash
132769,cash
132768,cash
132768,bank_debit_cards
132767,cash
132767,VISA
132767,American_Express
132766,cash
132765,cash
132764,cash
132763,cash
132762,cash
132761,cash
132761,VISA
132761,bank_debit_cards
132760,cash
132760,bank_debit_cards
132759,cash
132758,cash
132757,cash
132756,cash
132756,VISA
132756,MasterCard-Eurocard
132756,American_Express
132756,bank_debit_cards
132755,cash
132755,VISA
132755,American_Express
132755,bank_debit_cards
132754,cash
132753,cash
132752,cash
132751,cash
132751,bank_debit_cards
132750,cash
132750,bank_debit_cards
132749,cash
132748,cash
132747,cash
132747,VISA
132747,MasterCard-Eurocard
132747,American_Express
132747,bank_debit_cards
132746,cash
132745,cash
132744,cash
132743,cash
132742,cash
132741,cash
132740,cash
132739,cash
132738,cash
132737,cash
132736,cash
132736,VISA
132736,MasterCard-Eurocard
132736,bank_debit_cards
132735,cash
132735,VISA
132735,MasterCard-Eurocard
132735,bank_debit_cards
132734,cash
132734,VISA
132734,MasterCard-Eurocard
132734,American_Express
132733,cash
132733,VISA
132733,MasterCard-Eurocard
132733,bank_debit_cards
132732,cash
132731,cash
132730,cash
132728,cash
132727,cash
132726,cash
132726,VISA
132726,MasterCard-Eurocard
132726,bank_debit_cards
132725,cash
132724,cash
132724,VISA
132724,MasterCard-Eurocard
132724,American_Express
132724,bank_debit_cards
132723,cash
132723,VISA
132722,cash
132721,cash
132720,cash
132720,VISA
132720,MasterCard-Eurocard
132720,American_Express
132720,bank_debit_cards
132719,cash
132718,cash
132717,cash
132716,cash
132715,cash
132714,cash
132713,cash
132712,cash
132711,cash
132710,cash
132709,cash
132708,cash
132707,cash
132706,cash
132706,VISA
132705,cash
132704,cash
132703,cash
132702,cash
132701,cash
132700,cash
132700,VISA
132700,MasterCard-Eurocard
132700,American_Express
132699,cash
132699,VISA
132699,MasterCard-Eurocard
132698,cash
132697,cash
132697,VISA
132697,MasterCard-Eurocard
132697,American_Express
132696,cash
132695,cash
132694,cash
132693,cash
132693,VISA
132693,MasterCard-Eurocard
132693,American_Express
132692,cash
132692,VISA
132692,MasterCard-Eurocard
132692,American_Express
132692,bank_debit_cards
132691,cash
132691,VISA
132691,MasterCard-Eurocard
132691,American_Express
132690,cash
132689,cash
132689,VISA
132689,MasterCard-Eurocard
132689,American_Express
132689,bank_debit_cards
132688,cash
132688,VISA
132688,MasterCard-Eurocard
132688,American_Express
132688,bank_debit_cards
132687,cash
132687,VISA
132687,MasterCard-Eurocard
132687,American_Express
132687,bank_debit_cards
132686,cash
132686,VISA
132686,MasterCard-Eurocard
132686,American_Express
132685,cash
132685,VISA
132685,MasterCard-Eurocard
132685,American_Express
132685,checks
132684,cash
132684,VISA
132683,cash
132683,VISA
132683,MasterCard-Eurocard
132682,cash
132682,VISA
132682,MasterCard-Eurocard
132682,bank_debit_cards
132681,cash
132680,cash
132679,cash
132678,cash
132677,cash
132676,cash
132675,cash
132674,cash
132671,cash
132667,cash
132658,cash
132655,cash
132653,cash
132650,cash
132648,cash
132645,cash
132642,cash
132640,cash
132638,MasterCard-Eurocard
132636,cash
132635,MasterCard-Eurocard
132631,cash
132629,cash
132629,VISA
132629,bank_debit_cards
132628,cash
132626,cash
132626,American_Express
132625,cash
132625,VISA
132625,bank_debit_cards
132625,checks
132624,cash
132624,VISA
132624,bank_debit_cards
132623,VISA
132623,bank_debit_cards
132622,cash
132621,cash
132620,cash
132619,cash
132619,VISA
132619,MasterCard-Eurocard
132619,bank_debit_cards
132619,checks
132618,cash
132617,cash
132617,VISA
132617,MasterCard-Eurocard
132617,bank_debit_cards
132616,cash
132615,cash
132614,cash
132613,cash
132612,cash
132612,VISA
132611,cash
132610,cash
132609,cash
132608,cash
132607,cash
132606,cash
132606,American_Express
132605,cash
132604,cash
132603,cash
132602,cash
132601,cash
132600,cash
132599,cash
132598,cash
132598,bank_debit_cards
132597,cash
132596,cash
132595,cash
132594,cash
132593,cash
132592,cash
132592,VISA
132592,MasterCard-Eurocard
132592,American_Express
132592,bank_debit_cards
132592,checks
132592,Diners_Club
132591,cash
132591,VISA
132591,MasterCard-Eurocard
132590,cash
132589,cash
132589,VISA
132589,MasterCard-Eurocard
132588,cash
132587,cash
132586,cash
132585,cash
132585,VISA
132585,MasterCard-Eurocard
132584,cash
132583,cash
132583,VISA
132583,MasterCard-Eurocard
132583,bank_debit_cards
132582,cash
132582,VISA
132581,cash
132580,cash
132578,cash
132577,cash
132577,VISA
132577,MasterCard-Eurocard
132576,cash
132576,VISA
132576,MasterCard-Eurocard
132575,cash
132575,VISA
132575,American_Express
132575,bank_debit_cards
132574,cash
132574,VISA
132574,MasterCard-Eurocard
132573,cash
132573,VISA
132572,cash
132560,cash
132545,Visa
132545,American_Express
132545,bank_debit_cards
132545,Diners_Club
132544,Visa
132544,Japan_Credit_Bureau
132544,American_Express
132544,Diners_Club
132537,Visa
132535,Visa
132535,American_Express
132535,bank_debit_cards
132535,Diners_Club
132533,MasterCard-Eurocard
132533,American_Express
132531,Visa
132531,bank_debit_cards
132530,Visa
132530,American_Express
132530,bank_debit_cards
132530,Diners_Club
132527,Visa
132527,American_Express
132527,gift_certificates
132527,bank_debit_cards
132527,Diners_Club
132521,Visa
132521,American_Express
132521,bank_debit_cards
132521,Diners_Club
132518,American_Express
132509,MasterCard-Eurocard
132509,Visa
132509,American_Express
132509,Diners_Club
132493,MasterCard-Eurocard
132493,Visa
132493,American_Express
132488,American_Express
132483,MasterCard-Eurocard
132483,Visa
132482,MasterCard-Eurocard
132482,Visa
132482,American_Express
132458,American_Express
132449,bank_debit_cards
132446,Visa
132446,American_Express
132446,bank_debit_cards
132445,Diners_Club
132444,MasterCard-Eurocard
132444,Visa
132444,American_Express
132444,Diners_Club
132443,Visa
132443,American_Express
132443,bank_debit_cards
132442,Visa
132442,American_Express
132442,bank_debit_cards
132439,Visa
132439,bank_debit_cards
132438,Visa
132438,bank_debit_cards
132437,Visa
132437,bank_debit_cards
132436,Visa
132436,American_Express
132436,bank_debit_cards
132436,Diners_Club
132432,MasterCard-Eurocard
132432,Visa
132419,MasterCard-Eurocard
132417,Discover
132414,MasterCard-Eurocard
132414,Visa
132414,American_Express
132414,Diners_Club
132413,MasterCard-Eurocard
132413,Discover
132413,Visa
132413,American_Express
132413,Diners_Club
132409,Visa
132409,American_Express
132409,bank_debit_cards
132409,Diners_Club
132407,bank_debit_cards
132399,Visa
132399,American_Express
132399,bank_debit_cards
132396,Visa
132396,American_Express
132396,gift_certificates
132396,Japan_Credit_Bureau
132396,bank_debit_cards
132396,Diners_Club
132392,MasterCard-Eurocard
132392,Visa
132392,American_Express
132392,Diners_Club
132387,MasterCard-Eurocard
132387,Visa
132367,MasterCard-Eurocard
132367,Visa
132367,American_Express
132367,Diners_Club
132364,Visa
132364,Diners_Club
132361,Visa
132361,American_Express
132361,Diners_Club
132355,MasterCard-Eurocard
132355,Visa
132355,bank_debit_cards
132353,Visa
132353,American_Express
132348,MasterCard-Eurocard
132348,Visa
132347,MasterCard-Eurocard
132347,Visa
132347,American_Express
132347,Diners_Club
132346,Visa
132344,Visa
132343,MasterCard-Eurocard
132343,Visa
132343,American_Express
132343,Diners_Club
132342,MasterCard-Eurocard
132342,Visa
132341,American_Express
132336,Discover
132333,MasterCard-Eurocard
132333,Discover
132333,Visa
132319,Visa
132319,American_Express
132319,bank_debit_cards
132319,Diners_Club
132318,Visa
132318,American_Express
132302,MasterCard-Eurocard
132302,Discover
132302,Visa
132302,American_Express
132302,Carte_Blanche
132302,Diners_Club
132297,Visa
132297,American_Express
132296,Visa
132296,American_Express
132296,bank_debit_cards
132293,MasterCard-Eurocard
132293,Visa
132293,American_Express
132289,MasterCard-Eurocard
132289,Discover
132289,Visa
132289,American_Express
132289,gift_certificates
132289,bank_debit_cards
132289,Carte_Blanche
132289,Diners_Club
132275,American_Express
132246,MasterCard-Eurocard
132244,MasterCard-Eurocard
132244,checks
132244,Visa
132244,American_Express
132244,bank_debit_cards
132244,Diners_Club
132243,MasterCard-Eurocard
132243,Discover
132243,Visa
132243,American_Express
132243,Carte_Blanche
132243,Diners_Club
132237,MasterCard-Eurocard
132237,Discover
132237,Visa
132233,MasterCard-Eurocard
132233,Visa
132232,MasterCard-Eurocard
132232,Visa
132231,MasterCard-Eurocard
132231,Discover
132231,Visa
132231,American_Express
132231,gift_certificates
132231,Carte_Blanche
132231,Diners_Club
132230,MasterCard-Eurocard
132230,Visa
132230,American_Express
132229,American_Express
132228,MasterCard-Eurocard
132221,American_Express
132220,Visa
132215,MasterCard-Eurocard
132215,Visa
132213,MasterCard-Eurocard
132213,Visa
132213,American_Express
132213,Diners_Club
132212,MasterCard-Eurocard
132212,Visa
132212,American_Express
132212,Diners_Club
132211,MasterCard-Eurocard
132211,Visa
132211,American_Express
132211,Diners_Club
132207,Visa
132207,bank_debit_cards
132206,Visa
132206,American_Express
132206,bank_debit_cards
132204,Visa
132204,American_Express
132204,bank_debit_cards
132201,MasterCard-Eurocard
132201,Visa
132187,MasterCard-Eurocard
132187,Visa
132187,American_Express
132187,Japan_Credit_Bureau
132187,bank_debit_cards
132187,Carte_Blanche
132187,Diners_Club
132184,MasterCard-Eurocard
132184,Visa
132182,MasterCard-Eurocard
132182,Visa
132182,American_Express
132177,MasterCard-Eurocard
132177,Visa
132166,bank_debit_cards
132165,Visa
132165,American_Express
132165,bank_debit_cards
132164,Visa
132164,American_Express
132164,bank_debit_cards
132163,bank_debit_cards
132161,gift_certificates
132161,bank_debit_cards
132160,Visa
132160,bank_debit_cards
132159,Visa
132159,American_Express
132159,Japan_Credit_Bureau
132159,bank_debit_cards
132159,Diners_Club
132155,bank_debit_cards
132130,Visa
132116,American_Express
132115,American_Express
132111,MasterCard-Eurocard
132111,Visa
132111,American_Express
132111,bank_debit_cards
132111,Diners_Club
132109,MasterCard-Eurocard
132109,Visa
132109,American_Express
132107,Visa
132107,American_Express
132107,bank_debit_cards
132107,Diners_Club
132106,MasterCard-Eurocard
132106,Visa
132106,American_Express
132106,Diners_Club
132103,American_Express
132031,MasterCard-Eurocard
132031,checks
132031,Discover
132031,Visa
132031,gift_certificates
132031,bank_debit_cards
132030,Visa
132030,American_Express
132030,gift_certificates
132030,bank_debit_cards
132030,Diners_Club
132026,Visa
132026,American_Express
132026,bank_debit_cards
132026,Diners_Club
132024,Visa
132024,American_Express
132024,bank_debit_cards
132024,Diners_Club
132023,American_Express
132023,Japan_Credit_Bureau
132023,bank_debit_cards
132023,Diners_Club
132019,MasterCard-Eurocard
132019,Visa
132019,American_Express
132019,Diners_Club
132012,Visa
132012,American_Express
132012,bank_debit_cards
132012,Diners_Club
132002,MasterCard-Eurocard
132002,Visa
132002,American_Express
132002,Diners_Club
